2026-03-12 09:53:52 | INFO | P2 | === RUN START ===
2026-03-12 09:53:52 | INFO | P2 | project=CINTEL
2026-03-12 09:53:52 | INFO | P2 | repo_dir=cintel-02-static-anomalies
2026-03-12 09:53:52 | INFO | P2 | python=3.14.3
2026-03-12 09:53:52 | INFO | P2 | os=Windows 11
2026-03-12 09:53:52 | INFO | P2 | shell=powershell
2026-03-12 09:53:52 | INFO | P2 | cwd=.
2026-03-12 09:53:52 | INFO | P2 | github_actions=False
2026-03-12 09:53:52 | INFO | P2 | ========================
2026-03-12 09:53:52 | INFO | P2 | START main()
2026-03-12 09:53:52 | INFO | P2 | ========================
2026-03-12 09:53:52 | INFO | P2 | ROOT_DIR = .
2026-03-12 09:53:52 | INFO | P2 | DATA_FILE = data\clinic_data_case.csv
2026-03-12 09:53:52 | INFO | P2 | OUTPUT_FILE = artifacts\anomalies_case.csv
2026-03-12 09:53:52 | INFO | P2 | ARTIFACTS_DIR = artifacts
2026-03-12 09:53:52 | INFO | P2 | Loaded 22 patient records
2026-03-12 09:53:52 | INFO | P2 | Studying children's ages and heights to find anomalies...
2026-03-12 09:53:52 | INFO | P2 | MAX_REASONABLE_X_VALUE: 16.0 in years
2026-03-12 09:53:52 | INFO | P2 | MAX_REASONABLE_Y_VALUE: 72.0 in inches
2026-03-12 09:53:52 | INFO | P2 | Count of anomalies found: 3
2026-03-12 09:53:52 | INFO | P2 | Wrote anomalies file: C:\Repos\cintel-02-static-anomalies\artifacts\anomalies_case.csv
2026-03-12 09:53:52 | INFO | P2 | ========================
2026-03-12 09:53:52 | INFO | P2 | Pipeline executed successfully!
2026-03-12 09:53:52 | INFO | P2 | ========================
2026-03-12 09:53:52 | INFO | P2 | END main()
2026-03-13 09:31:17 | INFO | P2 | === RUN START ===
2026-03-13 09:31:17 | INFO | P2 | project=CINTEL
2026-03-13 09:31:17 | INFO | P2 | repo_dir=cintel-02-static-anomalies
2026-03-13 09:31:17 | INFO | P2 | python=3.14.3
2026-03-13 09:31:17 | INFO | P2 | os=Windows 11
2026-03-13 09:31:17 | INFO | P2 | shell=powershell
2026-03-13 09:31:17 | INFO | P2 | cwd=.
2026-03-13 09:31:17 | INFO | P2 | github_actions=False
2026-03-13 09:31:17 | INFO | P2 | ========================
2026-03-13 09:31:17 | INFO | P2 | START main()
2026-03-13 09:31:17 | INFO | P2 | ========================
2026-03-13 09:31:17 | INFO | P2 | ROOT_DIR = .
2026-03-13 09:31:17 | INFO | P2 | DATA_FILE = data\clinic_data_miller.csv
2026-03-13 09:31:17 | INFO | P2 | OUTPUT_FILE = artifacts\anomalies_miller.csv
2026-03-13 09:31:17 | INFO | P2 | ARTIFACTS_DIR = artifacts
2026-03-13 09:31:17 | INFO | P2 | Loaded 24 patient records
2026-03-13 09:31:17 | INFO | P2 | Studying ages and heights to find anomalies...
2026-03-13 09:31:17 | INFO | P2 | MAX_REASONABLE_X_VALUE: 100.0 in years
2026-03-13 09:31:17 | INFO | P2 | MAX_REASONABLE_Y_VALUE: 74.0 in inches
2026-03-13 09:31:17 | INFO | P2 | MIN_REASONABLE_X_VALUE: 18.0 in years
2026-03-13 09:31:17 | INFO | P2 | MIN_REASONABLE_Y_VALUE: 56.0 in inches
2026-03-13 09:31:17 | INFO | P2 | Count of anomalies found: 2
2026-03-13 09:31:17 | INFO | P2 | Wrote anomalies file: C:\Repos\cintel-02-static-anomalies\artifacts\anomalies_miller.csv
2026-03-13 09:31:17 | INFO | P2 | ========================
2026-03-13 09:31:17 | INFO | P2 | Pipeline executed successfully!
2026-03-13 09:31:17 | INFO | P2 | ========================
2026-03-13 09:31:17 | INFO | P2 | END main()
2026-03-13 12:00:45 | INFO | P2 | === RUN START ===
2026-03-13 12:00:45 | INFO | P2 | project=CINTEL
2026-03-13 12:00:45 | INFO | P2 | repo_dir=cintel-02-static-anomalies
2026-03-13 12:00:45 | INFO | P2 | python=3.14.3
2026-03-13 12:00:45 | INFO | P2 | os=Windows 11
2026-03-13 12:00:45 | INFO | P2 | shell=powershell
2026-03-13 12:00:45 | INFO | P2 | cwd=.
2026-03-13 12:00:45 | INFO | P2 | github_actions=False
2026-03-13 12:00:45 | INFO | P2 | ========================
2026-03-13 12:00:45 | INFO | P2 | START main()
2026-03-13 12:00:45 | INFO | P2 | ========================
2026-03-13 12:00:45 | INFO | P2 | ROOT_DIR = .
2026-03-13 12:00:45 | INFO | P2 | DATA_FILE = data\new_york_taxi_data.csv
2026-03-13 12:00:45 | INFO | P2 | OUTPUT_FILE = artifacts\anomalies_taxi.csv
2026-03-13 12:00:45 | INFO | P2 | ARTIFACTS_DIR = artifacts
2026-03-13 12:00:45 | INFO | P2 | Loaded 22699 trip records
2026-03-13 12:00:45 | INFO | P2 | Studying trips to find anomalies...
2026-03-13 12:00:45 | INFO | P2 | MAX_REASONABLE_X_VALUE: 15.0 in miles
2026-03-13 12:00:45 | INFO | P2 | MAX_REASONABLE_Y_VALUE: 60.0 in minutes
2026-03-13 12:00:45 | INFO | P2 | MIN_REASONABLE_Y_VALUE: 5.0 in minutes
2026-03-13 12:00:45 | INFO | P2 | Count of anomalies found: 4120
2026-03-13 12:00:45 | INFO | P2 | Wrote anomalies file: C:\Repos\cintel-02-static-anomalies\artifacts\anomalies_taxi.csv
2026-03-13 12:00:45 | INFO | P2 | ========================
2026-03-13 12:00:45 | INFO | P2 | Pipeline executed successfully!
2026-03-13 12:00:45 | INFO | P2 | ========================
2026-03-13 12:00:45 | INFO | P2 | END main()
